customer_id,customer_unique_id,customer_zip_code_prefix,customer_city,customer_state,status,order_id,order_status,order_purchase_timestamp,order_approved_at,order_delivered_carrier_date,order_delivered_customer_date,order_estimated_delivery_date,delivery_time,payment_sequential,payment_type,payment_installments,payment_value,review_id,review_score,review_comment_title,review_comment_message,review_creation_date,review_answer_timestamp,geolocation_zip_code_prefix,geolocation_city,geolocation_state,geolocation_lat,geolocation_lng
76ff993eda8abab1781028a0ac19ed0a,1c31e9e0651dcb9bb941ff68c87365ee,3733.0,sao paulo,SP,Active,58a9eee77c75781ec6c4f725891c7747,delivered,2017-11-05 20:11:40,2017-11-05 20:26:45,2017-11-08 21:32:07,2017-11-13 18:54:39,2017-11-24,5.0,1.0,credit_card,3.0,220.02,3c5dc2002c418b5c1919ccd7b18ce75a,4.0,no comment,"Apesar de terem sido 
entregues separados 
Foi boa compra ,entregue. Antes do prazo
",2017-11-14 00:00:00,2017-11-14 22:51:44,3733,sao paulo,SP,-23.51001658673321,-46.52870721756905
bd777ffb4e6dfb7822990749f6296866,183694e413cc577ea63e277edb06d393,3733.0,sao paulo,SP,Active,5261639befee46871e5005e71a7694a7,delivered,2018-07-28 14:31:27,2018-07-29 14:31:45,2018-07-30 13:44:00,2018-08-02 18:03:16,2018-08-13,3.0,1.0,credit_card,7.0,70.07,1550d236cbbfd7826093387716c44797,5.0,SUPER RECOMENDO,OTIMO PRODUTO,2018-08-08 00:00:00,2018-08-10 19:30:02,3733,sao paulo,SP,-23.51001658673321,-46.52870721756905
3c40b26b740ae128d28eceec148aa527,0e5023be8ab6251253df97e45be6bb0b,3733.0,sao paulo,SP,Active,bce0e59fd169e75aefbf4c28335c5b7d,delivered,2017-10-30 08:35:46,2017-10-30 09:08:16,2017-10-31 16:42:58,2017-11-03 16:02:59,2017-11-17,3.0,1.0,debit_card,1.0,92.57,20961ec8194ea1f7b1143167720616d7,5.0,no comment,no comment,2017-11-04 00:00:00,2017-11-04 18:55:51,3733,sao paulo,SP,-23.51001658673321,-46.52870721756905
5a3260cfde2a918b597dada7ddd247bb,6d3f61e35d0422fd8cae65b1798784be,2175.0,sao paulo,SP,Active,3f113daaf8b405bcc4349a2812061fa4,delivered,2017-10-27 18:24:19,2017-10-27 18:35:15,2017-10-31 16:35:54,2017-11-01 17:42:09,2017-11-09,1.0,1.0,credit_card,1.0,5.77,b1ebfea52576707c9822a9b4215e129c,4.0,no comment,Satisfeita,2017-11-02 00:00:00,2017-11-03 12:25:35,2175,sao paulo,SP,-23.51595756228953,-46.574496695083866
5a3260cfde2a918b597dada7ddd247bb,6d3f61e35d0422fd8cae65b1798784be,2175.0,sao paulo,SP,Active,3f113daaf8b405bcc4349a2812061fa4,delivered,2017-10-27 18:24:19,2017-10-27 18:35:15,2017-10-31 16:35:54,2017-11-01 17:42:09,2017-11-09,1.0,2.0,voucher,1.0,22.64,b1ebfea52576707c9822a9b4215e129c,4.0,no comment,Satisfeita,2017-11-02 00:00:00,2017-11-03 12:25:35,2175,sao paulo,SP,-23.51595756228953,-46.574496695083866
369708cabd9831ea6fde670a3b602a92,94b731a41867b47c3856e324840c4c99,3636.0,sao paulo,SP,Active,cf50fec98e2167d836c09c0ed57ba841,delivered,2017-08-27 15:05:33,2017-08-27 15:24:23,2017-08-28 20:22:13,2017-08-29 15:56:57,2017-09-08,1.0,1.0,credit_card,2.0,22.33,4c83c6d014be70939ac8f996733d76da,5.0,no comment,chegou rapido,2017-08-30 00:00:00,2017-09-03 22:24:01,3636,sao paulo,SP,-23.52275288966864,-46.5306581436243
ae76a4650235ab18764708174f1da31e,2b6082a140c439e2df870c85b0aa5e88,2983.0,sao paulo,SP,Active,4c33ec562d9dc5655e160913aa86eb53,shipped,2017-08-11 23:47:48,2017-08-12 00:03:51,2017-08-14 13:24:58,,2017-09-11,,1.0,credit_card,5.0,58.59,18a80894de129917815e652bde9bf45a,1.0,no comment,Fiz a compra e não entregou em minha casa. Fiz o cancelamento e ainda recebo estes e-mail enchendo o saco.,2017-09-13 00:00:00,2017-09-13 12:44:20,2983,sao paulo,SP,-23.450119527756925,-46.71823497147848
39c9dc82d5f60eb1ee8bc4fe4aa29dc6,1f6d48610f32c723924f9af3e88f1c64,2209.0,sao paulo,SP,Active,dfc9bc36d5db98182f4b1dc41fe8e258,delivered,2017-09-21 13:22:26,2017-09-21 13:35:21,2017-09-22 16:23:59,2017-09-25 22:53:41,2017-10-06,3.0,1.0,credit_card,1.0,8.1,a65d4f775a6af9c41a7aeca2543e6be9,5.0,no comment,no comment,2017-09-26 00:00:00,2017-09-28 15:11:40,2209,sao paulo,SP,-23.485064826913263,-46.58262131639403
39c9dc82d5f60eb1ee8bc4fe4aa29dc6,1f6d48610f32c723924f9af3e88f1c64,2209.0,sao paulo,SP,Active,dfc9bc36d5db98182f4b1dc41fe8e258,delivered,2017-09-21 13:22:26,2017-09-21 13:35:21,2017-09-22 16:23:59,2017-09-25 22:53:41,2017-10-06,3.0,2.0,voucher,1.0,43.53,a65d4f775a6af9c41a7aeca2543e6be9,5.0,no comment,no comment,2017-09-26 00:00:00,2017-09-28 15:11:40,2209,sao paulo,SP,-23.485064826913263,-46.58262131639403
9b5d56d34fb6262fa8c75fc061670b62,b113a766d1b7ff7dbb505ce87a258b57,2209.0,sao paulo,SP,Active,fbe75f28a6f44dc3638fa204bae1c08e,delivered,2017-10-16 14:47:21,2017-10-17 15:32:33,2017-10-18 19:52:01,2017-10-19 20:35:04,2017-10-26,1.0,1.0,credit_card,6.0,73.71,5ee38c129499765a8282be8db3aa0144,5.0,no comment,no comment,2017-10-20 00:00:00,2017-10-21 11:07:20,2209,sao paulo,SP,-23.485064826913263,-46.58262131639403
314675b44a38443e4ba09ab0f462c8c7,d469ff90bd1e879cdfed08343ac1a77c,2209.0,sao paulo,SP,Active,22bd668810988f93e2c335459e72a312,delivered,2017-12-27 20:24:42,2017-12-27 20:35:30,2017-12-28 18:28:16,2017-12-29 13:17:54,2018-01-16,1.0,1.0,credit_card,6.0,76.63,c92584d2c03ad6deffe7795dd91cb73e,5.0,no comment,no comment,2017-12-30 00:00:00,2017-12-30 16:58:37,2209,sao paulo,SP,-23.485064826913263,-46.58262131639403
8891eb5ca0e28df961b2b5b8f3c0eb23,13ac6da47fef1b17b16f511e03b57918,2632.0,sao paulo,SP,Active,ff536d93ae4214b4d51c2894ccfc569f,shipped,2017-12-21 09:01:00,2017-12-22 12:33:26,2018-01-03 18:22:09,,2018-01-10,,1.0,credit_card,1.0,47.27,1a6be4c794d5e3da242a364f6a98163f,3.0,no comment,Chigling,2017-12-28 00:00:00,2017-12-28 22:54:59,2632,sao paulo,SP,-23.462966912574295,-46.64955084824575
50c59de5f940db0689080c7a6c6be54f,13ac6da47fef1b17b16f511e03b57918,2632.0,sao paulo,SP,Active,316119df99801d35bea84dbe48f4765e,delivered,2017-12-21 09:01:00,2017-12-22 12:33:31,2017-12-26 17:48:13,2017-12-27 20:37:47,2018-01-10,1.0,1.0,credit_card,1.0,57.17,8214921b461d232793c1b19ba1759f5b,1.0,no comment,no comment,2018-01-13 00:00:00,2018-01-15 11:41:01,2632,sao paulo,SP,-23.462966912574295,-46.64955084824575
50c59de5f940db0689080c7a6c6be54f,13ac6da47fef1b17b16f511e03b57918,2632.0,sao paulo,SP,Active,316119df99801d35bea84dbe48f4765e,delivered,2017-12-21 09:01:00,2017-12-22 12:33:31,2017-12-26 17:48:13,2017-12-27 20:37:47,2018-01-10,1.0,1.0,credit_card,1.0,57.17,1a6be4c794d5e3da242a364f6a98163f,3.0,no comment,Chigling,2017-12-28 00:00:00,2017-12-28 22:54:59,2632,sao paulo,SP,-23.462966912574295,-46.64955084824575
db781c2a257ae6fb647104d94c9af367,37e1a83b513512531032b4a9c43bab5d,2631.0,sao paulo,SP,Active,2b9f86a52457f652ac6b282b5dde09b2,delivered,2018-06-03 14:50:19,2018-06-04 14:51:09,2018-06-05 09:43:00,2018-06-07 23:27:24,2018-07-05,3.0,1.0,credit_card,2.0,142.78,d5dd563b40fc546aea231acc2ceb048e,5.0,no comment, Produto de otima qualidade e muito bonita. Parabens. Chegou um mes antes do prazo.,2018-06-08 00:00:00,2018-06-09 14:11:33,2631,sao paulo,SP,-23.459145312655092,-46.646694903759595
b47973c8ea3acd5c549120a28d31f62c,a05262e3e3de722e0a42cfa3b48e622c,3563.0,sao paulo,SP,Active,7a14d9bbf5aed76152f4739c23cd7970,delivered,2018-06-07 11:31:23,2018-06-07 11:58:30,2018-06-13 07:05:00,2018-06-15 21:41:20,2018-06-18,3.0,1.0,credit_card,10.0,698.45,44ef9735c8dbf36b40a6be774a81a522,3.0,no comment,"Recebi mas quando eu abrir estava tudo amassado.

",2018-06-16 00:00:00,2018-06-18 18:24:55,3563,sao paulo,SP,-23.546922341394897,-46.4914473239656
265b87c2715d7f3be7b5585693dab64f,900f8cfb56258eb3172571170c4adf3b,3563.0,sao paulo,SP,Active,f338343b96ced9d8ba7f84a53fd69a40,delivered,2018-06-29 11:04:42,2018-06-29 11:15:09,2018-06-29 15:26:00,2018-07-06 11:18:40,2018-07-19,7.0,1.0,credit_card,2.0,145.69,b745d0f08a555fda17316ed0d65d240c,5.0,Excelente ,Produto excelente!,2018-07-07 00:00:00,2018-07-10 00:37:53,3563,sao paulo,SP,-23.546922341394897,-46.4914473239656
550fdfd5b0a7423ce63232c284993145,37f2ad2df9d8b31b3075d61dbe915ae6,3563.0,sao paulo,SP,Active,07b9098123333f897ad332b7c9c3820d,delivered,2017-08-24 19:16:50,2017-08-24 19:25:22,2017-08-25 19:47:41,2017-08-28 17:04:51,2017-09-06,3.0,1.0,credit_card,2.0,21.72,ea82d16528c45356557435d9349a433e,3.0,no comment,no comment,2017-08-29 00:00:00,2017-08-30 15:31:30,3563,sao paulo,SP,-23.546922341394897,-46.4914473239656
50811b375285c235a013d3d645d93641,9425021562b755b18f7ce2f259c2d628,3563.0,sao paulo,SP,Active,37a4f672747cf7ec17050e7c1ebc1508,delivered,2017-08-27 11:13:40,2017-08-27 11:25:20,2017-08-28 16:37:15,2017-08-30 16:23:18,2017-09-14,2.0,1.0,credit_card,2.0,104.48,5b489c7e88a01f9b91bcdfb91206060d,4.0,no comment,no comment,2017-08-31 00:00:00,2017-09-01 11:10:58,3563,sao paulo,SP,-23.546922341394897,-46.4914473239656
019200fa574c9eda0fbc82c71fcc8fbe,7530369a1ddf13882910895b0559423d,3951.0,sao paulo,SP,Active,ab4354630db26a599455989a1091e50f,delivered,2018-07-24 23:09:26,2018-07-24 23:24:21,2018-07-25 14:14:00,2018-07-28 19:11:47,2018-08-14,3.0,1.0,credit_card,10.0,1930.34,600307181dd54ea18f369648ab6b3dee,5.0,"Ótima loja , ","Adorei a minha compra , chegou muito rápido ",2018-07-29 00:00:00,2018-07-30 01:21:11,3951,sao paulo,SP,-23.58731704108712,-46.48847306258296
e0122fe0b17a97af3a4e8b5580a06bb1,bf0754bdfa216fb85c2c68b121356b29,3951.0,sao paulo,SP,Active,305521e597cd32f946da81d3649d31b9,delivered,2018-04-11 14:29:53,2018-04-12 07:51:25,2018-04-12 23:06:46,2018-04-16 20:08:33,2018-04-26,4.0,1.0,boleto,1.0,45.38,f51ae8a59a7887ff184afa23298177ab,5.0,no comment,no comment,2018-04-17 00:00:00,2018-04-18 16:35:08,3951,sao paulo,SP,-23.58731704108712,-46.48847306258296
1ad694b547c3ea9f07c1257306fc67ff,4d286abd93cf60eb5dda30c90dd3db3d,3951.0,sao paulo,SP,Active,c7068b2d09a51ca53dd0a06c2526be34,delivered,2018-04-28 21:24:39,2018-04-28 21:51:11,2018-04-30 11:46:00,2018-05-02 18:12:32,2018-05-17,2.0,1.0,credit_card,5.0,102.53,00112b1cb3cd58339c91aad88df2b835,4.0,Entrega muito rápida,"Nota 10 pela entrega.
O produto não tem a cor exatamente preta, está mais para chumbo cobreado...",2018-05-03 00:00:00,2018-05-03 22:14:11,3951,sao paulo,SP,-23.58731704108712,-46.48847306258296
d2310302109fa9701bf2aec2168f77ab,9df04f123c465a98400fe9634cde1822,3951.0,sao paulo,SP,Active,9c7cad7063cd09133cd0e5a5ee540de3,delivered,2018-06-28 19:19:18,2018-06-28 19:35:09,2018-06-29 13:41:00,2018-07-02 19:28:40,2018-07-26,3.0,1.0,credit_card,1.0,48.31,590791efc9abc3a4c75687d9321e45c2,3.0,Bom,Mas os botões são fracos na pressão de fechamento,2018-07-03 00:00:00,2018-07-15 00:43:55,3951,sao paulo,SP,-23.58731704108712,-46.48847306258296
8541665e9f73b628748b234cf6bb46bd,c230d0a507ccf302b339305e2acf3376,3127.0,sao paulo,SP,Active,4c7061e57405537a32f8c9dd0a194d68,delivered,2017-05-30 18:02:17,2017-05-30 18:15:15,2017-05-31 18:27:28,2017-06-05 17:07:57,2017-06-29,5.0,1.0,credit_card,4.0,1058.1,21d319e60f58c70162f11334d6428c02,5.0,no comment,"Ótimo produto, entrega rápida, parabéns!",2017-06-06 00:00:00,2017-06-09 09:57:38,3127,sao paulo,SP,-23.578090951987967,-46.58834868460416
0266506e68e7eac1c7f726da057c28a9,3341514b8049f4a268e4188fb0211d34,3127.0,sao paulo,SP,Active,c0e1586eda89047d683b2bc7d902037c,delivered,2017-12-12 23:35:51,2017-12-12 23:49:55,2017-12-13 20:03:34,2017-12-18 21:18:56,2017-12-29,5.0,1.0,credit_card,7.0,89.56,4e942839744c8bda7713c6bc7e8d56ad,5.0,no comment,no comment,2017-12-19 00:00:00,2017-12-20 10:34:35,3127,sao paulo,SP,-23.578090951987967,-46.58834868460416
d8047cc20d272535020af8678556c2c4,630f415f1227cf9a63cef45b2dc16861,3127.0,sao paulo,SP,Active,b94117844529c52fab97f521c434520a,delivered,2018-08-06 22:57:33,2018-08-06 23:05:10,2018-08-08 14:45:00,2018-08-11 01:38:44,2018-08-16,2.0,2.0,credit_card,6.0,78.61,bc7533957265c4b81b5131953152f5b5,5.0,no comment,no comment,2018-08-11 00:00:00,2018-08-14 00:19:29,3127,sao paulo,SP,-23.578090951987967,-46.58834868460416
d8047cc20d272535020af8678556c2c4,630f415f1227cf9a63cef45b2dc16861,3127.0,sao paulo,SP,Active,b94117844529c52fab97f521c434520a,delivered,2018-08-06 22:57:33,2018-08-06 23:05:10,2018-08-08 14:45:00,2018-08-11 01:38:44,2018-08-16,2.0,1.0,credit_card,8.0,145.45,bc7533957265c4b81b5131953152f5b5,5.0,no comment,no comment,2018-08-11 00:00:00,2018-08-14 00:19:29,3127,sao paulo,SP,-23.578090951987967,-46.58834868460416
c73286ecf213e8bd89fce93c28d24f1f,1201e8484f2158b3dbdb0186ef20e8ea,3127.0,sao paulo,SP,Active,33550c45cf1fd94c9f755293fb9591c0,delivered,2017-12-01 12:08:24,2017-12-05 04:18:38,2017-12-05 21:45:45,2017-12-06 20:18:59,2017-12-19,1.0,1.0,boleto,1.0,108.06,569106620fcb046a5047cc889705317c,5.0,no comment,no comment,2017-12-07 00:00:00,2017-12-10 00:27:21,3127,sao paulo,SP,-23.578090951987967,-46.58834868460416
77b0d15d00d45a25263845e1b5d52833,6ab1d0feda86c0d09edd5dce03db789a,3127.0,sao paulo,SP,Active,d3a5c3bfc63077ee10998df438f97019,delivered,2018-05-18 20:18:43,2018-05-18 20:34:41,2018-05-21 13:59:00,2018-06-04 23:12:25,2018-06-06,14.0,1.0,credit_card,1.0,82.76,de992260c38025daa3acd28deab13c3c,3.0,no comment,no comment,2018-06-05 00:00:00,2018-06-11 18:29:36,3127,sao paulo,SP,-23.578090951987967,-46.58834868460416
cc6fa5f972cf9cc0bff89b6811a40ed1,f982853f2882760f3a52e7bdfabb1080,3127.0,sao paulo,SP,Active,4f7801b0527e8669f25d2f5488ea8a58,delivered,2018-04-10 21:43:09,2018-04-10 21:55:18,2018-04-11 16:47:31,2018-04-12 17:48:33,2018-04-26,1.0,1.0,credit_card,8.0,243.52,81631b6fd853a5cf2da90b724051fa73,5.0,no comment,no comment,2018-04-13 00:00:00,2018-04-13 22:57:51,3127,sao paulo,SP,-23.578090951987967,-46.58834868460416
f4fdaa7dd25d23ceb2b4d11491c09c67,37e3cf8e87e7539ee29e8c0138d9e386,3127.0,sao paulo,SP,Active,34d4a23b2feef52646bade360b2b5557,delivered,2017-06-04 10:29:25,2017-06-04 10:45:05,2017-06-05 13:00:47,2017-06-06 13:50:46,2017-06-20,1.0,1.0,credit_card,3.0,187.94,ba481e748b51a68e213606aac111dd97,4.0,no comment,Entregue corretamente e antes do prazo. Recomendo,2017-06-07 00:00:00,2017-06-07 16:10:41,3127,sao paulo,SP,-23.578090951987967,-46.58834868460416
7632846a8baca18618e6ff9782b01d15,fcf2ba2ef07129a980503bbbd46168e7,3127.0,sao paulo,SP,Active,655d3e557522f80b4384eebaaaae9cda,delivered,2018-05-03 10:39:55,2018-05-04 08:31:01,2018-05-03 14:30:00,2018-05-07 23:18:41,2018-05-21,4.0,1.0,credit_card,3.0,162.48,701f8974ec7864bafc4562d351f94c5a,4.0,no comment,no comment,2018-05-23 00:00:00,2018-05-23 09:34:33,3127,sao paulo,SP,-23.578090951987967,-46.58834868460416
2770390e8f75c90e7792dbb75e1cfeef,2b98b76dd6715585e32d0eb935e78a48,3127.0,sao paulo,SP,Active,e73da43c03f39b4077ad8fc326cf6f4b,delivered,2018-05-09 14:44:58,2018-05-09 15:36:51,2018-05-11 06:35:00,2018-05-15 16:35:18,2018-05-21,4.0,1.0,credit_card,1.0,52.5,e75af3f90a439cf776df52f293437b33,5.0,no comment,no comment,2018-05-16 00:00:00,2018-05-18 12:45:14,3127,sao paulo,SP,-23.578090951987967,-46.58834868460416
84872d1894135d15c4e51ba68ba3e8fb,3e8f3e58aafa9bb38d7b2ace611ff6af,2376.0,sao paulo,SP,Active,9771eaad8e60f7b28d57d554cc2bc62c,delivered,2017-03-13 16:55:24,2017-03-13 16:55:24,2017-03-14 09:58:28,2017-03-20 08:57:52,2017-04-03,6.0,1.0,voucher,1.0,35.86,28ebc8235067b2bb7523811acd539977,5.0,no comment,no comment,2017-03-21 00:00:00,2017-03-22 01:12:38,2376,sao paulo,SP,-23.457830647238737,-46.628224381210686
dd7eb6ecd787c07ef08423cf05c6e56b,52b0e4c820d4bf6ff9b2f4ca48514319,3609.0,sao paulo,SP,Active,cd1cc0b0cb5310080ed8f448be24d90d,delivered,2018-06-17 20:58:46,2018-06-17 21:14:02,2018-06-18 13:21:00,2018-06-19 21:38:35,2018-07-05,1.0,1.0,credit_card,8.0,392.31,b941bada2c878b37e5aaf8288c414ccc,5.0,no comment,Chegou a mercadoria antes do prazo,2018-06-20 00:00:00,2018-06-21 01:31:17,3609,sao paulo,SP,-23.516060709965938,-46.5420845193606
d703cdda08125e2b263b92746af0f23c,4669d94e1e35f2493af76862ff85beba,1527.0,sao paulo,SP,Active,5aadbda0877e0d99ba07f785cd29c362,delivered,2018-06-24 18:02:34,2018-06-24 18:15:17,2018-07-04 15:19:00,2018-07-06 15:18:37,2018-07-23,2.0,1.0,credit_card,10.0,156.73,5e5291cbe834b53c9b92820ba481708a,4.0,no comment,no comment,2018-07-07 00:00:00,2018-07-08 02:25:56,1527,sao paulo,SP,-23.562233885365615,-46.630128096714216
d7ce0601f255aee1822177f53a3631b7,55b2234cbb6b332baaec6b9612ba05d4,1527.0,sao paulo,SP,Active,9b336781d5b596503cb852a8e043496b,delivered,2018-06-12 16:51:53,2018-06-13 02:36:30,2018-06-14 14:13:00,2018-06-15 17:26:47,2018-06-26,1.0,1.0,boleto,1.0,44.49,6562c69812262eadcd56a982973f2bd2,5.0,recomendado,no comment,2018-06-16 00:00:00,2018-06-21 15:15:29,1527,sao paulo,SP,-23.562233885365615,-46.630128096714216
27764b8d1e3c578021cd9c899ffd98df,0294bdc2d323f7399d6c38690095e94b,1527.0,sao paulo,SP,Active,eb9d487086fb088d41b254e6985e26e0,delivered,2018-04-24 16:23:18,2018-04-24 19:19:09,2018-04-25 15:05:00,2018-04-30 15:29:29,2018-05-17,5.0,1.0,credit_card,2.0,93.91,c1161956c80579cc04b50fca73431f8e,5.0,10,Bom,2018-05-01 00:00:00,2018-05-01 19:38:24,1527,sao paulo,SP,-23.562233885365615,-46.630128096714216
e914087f4bedebda8f0dc92e4d095d16,65fa3afefabe02a33f88a6c0c7c17867,1527.0,sao paulo,SP,Active,19512a70f62306416782f963d55c8b26,invoiced,2017-01-12 15:05:52,2017-01-12 15:15:10,,,2017-03-02,,1.0,credit_card,7.0,782.34,d5cb00d607a9fcb1049e249e3622f5d9,4.0,no comment,Gostei do atendimento,2017-03-04 00:00:00,2017-03-04 10:25:17,1527,sao paulo,SP,-23.562233885365615,-46.630128096714216
127dff0d95e9dcadef5f3b15138db8d8,e9a95d0829fc0a115e8cd86ce25a6b12,1527.0,sao paulo,SP,Active,cf56d3d1b65accb1412da2abc22ff4f7,delivered,2017-12-02 19:37:49,2017-12-02 19:51:30,2017-12-04 20:45:20,2017-12-07 01:33:00,2017-12-20,2.0,1.0,credit_card,1.0,28.62,fedf09a32c3cf7fc369b6df021fb3b66,5.0,no comment,no comment,2017-12-08 00:00:00,2017-12-10 20:20:32,1527,sao paulo,SP,-23.562233885365615,-46.630128096714216
dcb6e7bc4e65d815025d0aa14349a4ca,a1864cdd58debf5031958069ee937742,1230.0,sao paulo,SP,Active,dfaa4ce943a8dba10b754befb76fdb49,delivered,2017-11-26 15:11:19,2017-11-26 15:17:28,2017-11-27 17:11:17,2017-12-02 16:39:45,2017-12-18,5.0,1.0,credit_card,1.0,33.41,010a2241efade4307f9ddb11b210e857,4.0,no comment,no comment,2017-12-03 00:00:00,2017-12-03 20:29:15,1230,sao paulo,SP,-23.536610638496157,-46.65758461809682
dcb6e7bc4e65d815025d0aa14349a4ca,a1864cdd58debf5031958069ee937742,1230.0,sao paulo,SP,Active,dfaa4ce943a8dba10b754befb76fdb49,delivered,2017-11-26 15:11:19,2017-11-26 15:17:28,2017-11-27 17:11:17,2017-12-02 16:39:45,2017-12-18,5.0,3.0,voucher,1.0,189.88,010a2241efade4307f9ddb11b210e857,4.0,no comment,no comment,2017-12-03 00:00:00,2017-12-03 20:29:15,1230,sao paulo,SP,-23.536610638496157,-46.65758461809682
